school,school,sex,afe,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3
"""360""","""GP""","""F""",17,"""R""","""GT3""","""T""",3,4,"""at_home""","""services""","""course""","""father""",1,3,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""no""",4,3,4,2,5,5,2,15,15
"""361""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,3,"""at_home""","""other""","""course""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,1,4,1,1,3,8,11,12
"""362""","""GP""","""M""",19,"""U""","""GT3""","""T""",4,2,"""health""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,4,4,1,1,1,9,11,10
"""363""","""GP""","""F""",18,"""U""","""GT3""","""T""",4,4,"""teacher""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,4,3,3,5,0,12,11
"""364""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,4,"""other""","""other""","""course""","""mother""",1,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",5,4,4,1,1,1,4,11,12
"""365""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,4,"""health""","""health""","""course""","""mother""",1,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,2,5,2,14,15
"""366""","""GP""","""F""",17,"""U""","""GT3""","""A""",4,3,"""services""","""services""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,2,2,1,2,5,14,15,14
"""367""","""GP""","""F""",17,"""U""","""LE3""","""A""",3,3,"""services""","""other""","""home""","""mother""",1,2,0,"""yes""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,3,3,1,1,5,0,12,12
"""368""","""GP""","""F""",17,"""U""","""LE3""","""T""",2,1,"""other""","""other""","""home""","""father""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,3,2,2,2,2,11,12
"""369""","""GP""","""M""",18,"""U""","""LE3""","""T""",4,4,"""other""","""other""","""reputation""","""father""",1,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,2,5,3,4,5,2,8,9
"""370""","""GP""","""F""",19,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""course""","""other""",3,3,0,"""no""","""no""","""no""","""yes""","""yes""","""no""","""no""","""yes""",1,5,5,4,3,5,12,10,10
"""371""","""GP""","""F""",19,"""U""","""LE3""","""A""",1,1,"""other""","""other""","""course""","""other""",3,2,2,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",5,3,4,1,1,4,2,8,8
"""372""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",1,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,5,2,4,5,2,10,10
"""373""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""yes""",4,2,2,1,1,3,4,14,13
"""374""","""GP""","""F""",17,"""R""","""LE3""","""T""",2,2,"""services""","""services""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",3,3,2,2,2,3,0,11,11
"""375""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,1,"""services""","""services""","""course""","""father""",1,3,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",3,4,3,2,3,5,0,17,18
"""376""","""GP""","""F""",17,"""U""","""LE3""","""T""",0,2,"""at_home""","""at_home""","""home""","""father""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",3,3,3,2,3,2,0,14,14
"""377""","""GP""","""F""",18,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""mother""",2,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,5,5,1,2,2,0,14,14
"""378""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,4,"""other""","""other""","""course""","""mother""",1,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,3,2,2,3,0,13,14
"""379""","""GP""","""M""",17,"""U""","""GT3""","""T""",3,3,"""other""","""services""","""reputation""","""mother""",1,1,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""no""",4,3,5,3,5,5,0,17,18
"""380""","""GP""","""M""",17,"""R""","""GT3""","""T""",2,2,"""services""","""other""","""course""","""mother""",4,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,5,5,5,4,2,11,10
"""381""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,4,"""teacher""","""services""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,4,4,1,3,4,0,13,12
"""382""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""course""","""mother""",2,3,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""",4,3,3,1,2,4,4,15,14
"""383""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,3,"""at_home""","""other""","""course""","""mother""",1,1,0,"""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,5,2,5,5,2,11,12
"""384""","""GP""","""M""",18,"""U""","""LE3""","""T""",2,2,"""other""","""other""","""course""","""mother""",1,4,0,"""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""yes""","""no""",4,5,5,2,4,5,0,11,11
"""385""","""GP""","""M""",19,"""R""","""GT3""","""T""",3,2,"""at_home""","""services""","""home""","""other""",1,1,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""yes""",5,3,4,2,2,5,0,11,10
"""386""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,2,"""at_home""","""other""","""course""","""mother""",4,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",4,2,5,1,1,2,2,10,9
"""387""","""GP""","""F""",17,"""R""","""GT3""","""T""",2,4,"""at_home""","""other""","""course""","""father""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,4,3,1,1,5,0,15,15
"""388""","""GP""","""M""",18,"""U""","""GT3""","""T""",2,2,"""other""","""other""","""reputation""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",5,4,2,1,2,5,6,15,14
"""389""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,3,"""services""","""services""","""home""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,1,4,8,10,11
"""390""","""GP""","""F""",18,"""U""","""LE3""","""T""",2,2,"""other""","""other""","""home""","""other""",1,2,0,"""no""","""no""","""no""","""yes""","""no""","""yes""","""yes""","""yes""",4,3,3,1,1,2,0,10,9
"""391""","""GP""","""F""",18,"""R""","""GT3""","""T""",2,2,"""at_home""","""other""","""course""","""mother""",2,4,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",4,4,4,1,1,4,6,14,13
"""392""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,4,"""services""","""other""","""course""","""mother""",1,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,5,1,3,5,8,11,13
"""393""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,2,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,2,2,3,2,0,12,13
"""394""","""GP""","""F""",18,"""U""","""LE3""","""T""",3,3,"""services""","""services""","""home""","""mother""",1,4,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,3,3,1,1,1,4,14,14
"""395""","""GP""","""F""",17,"""R""","""GT3""","""A""",3,2,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,2,3,2,0,14,14
"""396""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,4,"""teacher""","""services""","""home""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,3,2,2,2,0,12,12
"""397""","""GP""","""M""",18,"""U""","""LE3""","""T""",3,4,"""services""","""other""","""home""","""mother""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,3,1,3,5,6,16,16
"""398""","""GP""","""F""",17,"""U""","""GT3""","""A""",2,2,"""at_home""","""at_home""","""home""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",3,3,1,1,2,4,18,10,12
"""399""","""GP""","""F""",18,"""U""","""GT3""","""T""",2,3,"""at_home""","""other""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,3,3,1,2,3,0,11,12
"""400""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,2,"""other""","""services""","""other""","""mother""",1,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,4,3,2,3,1,4,14,16
"""401""","""GP""","""M""",18,"""R""","""GT3""","""T""",4,3,"""teacher""","""services""","""course""","""mother""",1,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,3,2,1,2,4,4,15,14
"""402""","""GP""","""M""",18,"""U""","""GT3""","""T""",4,3,"""teacher""","""other""","""course""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,4,5,2,3,5,0,14,13
"""403""","""GP""","""F""",17,"""U""","""GT3""","""T""",4,3,"""health""","""other""","""reputation""","""mother""",1,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,4,3,1,3,4,0,11,12
"""404""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,1,"""services""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,4,2,2,1,10,12,15
"""405""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,1,"""services""","""other""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,5,2,4,4,4,12,16
"""406""","""GP""","""F""",19,"""U""","""LE3""","""A""",2,3,"""at_home""","""other""","""home""","""other""",2,1,1,"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""",2,2,3,3,4,5,16,10,11
"""407""","""GP""","""F""",17,"""U""","""GT3""","""T""",3,1,"""other""","""at_home""","""home""","""mother""",1,1,1,"""no""","""yes""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""",4,1,2,1,1,3,6,10,13
"""408""","""GP""","""F""",21,"""U""","""LE3""","""T""",4,4,"""other""","""other""","""reputation""","""other""",1,3,2,"""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""","""no""",3,3,2,1,1,5,0,9,12
"""409""","""GP""","""M""",18,"""U""","""LE3""","""T""",2,2,"""services""","""services""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""no""","""no""","""yes""","""no""",4,4,4,1,3,3,11,9,11
"""410""","""GP""","""M""",18,"""U""","""LE3""","""A""",3,4,"""other""","""other""","""reputation""","""other""",1,2,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,3,5,1,4,2,9,13,14
"""411""","""GP""","""F""",17,"""U""","""GT3""","""T""",2,2,"""services""","""services""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,4,1,3,4,0,13,17
"""412""","""GP""","""M""",17,"""U""","""LE3""","""A""",4,4,"""health""","""other""","""reputation""","""mother""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,2,1,2,4,2,12,15
"""413""","""GP""","""F""",18,"""U""","""LE3""","""T""",4,2,"""teacher""","""other""","""course""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,2,1,1,3,0,14,17
"""414""","""GP""","""M""",21,"""R""","""LE3""","""T""",1,1,"""at_home""","""other""","""course""","""other""",2,2,2,"""no""","""yes""","""no""","""yes""","""yes""","""no""","""yes""","""yes""",5,3,3,5,2,4,21,9,10
"""415""","""GP""","""F""",20,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""reputation""","""other""",2,3,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",3,2,2,1,3,3,8,11,15
"""416""","""GP""","""F""",19,"""U""","""GT3""","""T""",4,4,"""teacher""","""other""","""home""","""other""",1,1,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",3,2,5,4,4,5,5,9,10
"""417""","""GP""","""M""",17,"""U""","""LE3""","""A""",3,2,"""other""","""other""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,4,1,2,5,10,16,18
"""418""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,2,"""at_home""","""other""","""reputation""","""father""",1,3,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,3,4,1,2,2,5,14,17
"""419""","""GP""","""M""",18,"""R""","""GT3""","""T""",2,3,"""other""","""services""","""reputation""","""father""",1,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",3,1,3,4,5,4,13,13,14
"""420""","""GP""","""M""",19,"""U""","""GT3""","""T""",2,1,"""other""","""other""","""reputation""","""mother""",1,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,3,4,1,4,4,10,7,11
"""421""","""GP""","""F""",18,"""U""","""LE3""","""A""",2,2,"""services""","""other""","""reputation""","""mother""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,1,4,1,3,4,10,14,17
"""422""","""GP""","""F""",20,"""U""","""GT3""","""T""",1,0,"""other""","""other""","""reputation""","""mother""",2,1,1,"""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,3,1,1,1,5,5,8,10
"""423""","""GP""","""F""",18,"""U""","""GT3""","""T""",3,2,"""services""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""yes""",3,1,2,1,2,1,4,10,13
"""424""","""MS""","""F""",16,"""U""","""GT3""","""T""",1,3,"""at_home""","""other""","""other""","""father""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""no""","""yes""","""yes""",4,3,3,1,3,5,11,10,11
"""425""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,4,4,1,1,5,0,12,12
"""426""","""MS""","""F""",15,"""R""","""GT3""","""T""",1,1,"""at_home""","""services""","""other""","""mother""",1,1,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""yes""",4,1,3,1,1,2,6,10,10
"""427""","""MS""","""F""",15,"""R""","""GT3""","""T""",3,3,"""at_home""","""other""","""course""","""mother""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,4,4,2,3,5,4,10,10
"""428""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,3,"""at_home""","""services""","""course""","""mother""",2,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,5,2,1,2,5,0,16,17
"""429""","""MS""","""F""",15,"""R""","""LE3""","""T""",2,1,"""at_home""","""other""","""home""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",1,3,4,1,1,1,0,6,8
"""430""","""MS""","""M""",16,"""R""","""LE3""","""A""",4,4,"""at_home""","""other""","""home""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",5,3,2,1,3,2,5,10,11
"""431""","""MS""","""M""",16,"""U""","""GT3""","""A""",1,2,"""other""","""other""","""other""","""mother""",1,3,0,"""yes""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,3,1,1,5,0,10,11
"""432""","""MS""","""F""",17,"""R""","""GT3""","""T""",3,2,"""at_home""","""other""","""course""","""father""",1,2,1,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""yes""",4,5,4,1,2,5,0,10,10
"""433""","""MS""","""F""",17,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""other""","""father""",1,1,1,"""no""","""yes""","""no""","""no""","""no""","""no""","""yes""","""no""",5,4,4,2,2,5,0,6,6
"""434""","""MS""","""F""",15,"""R""","""GT3""","""T""",4,4,"""teacher""","""other""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",1,5,1,3,5,5,0,13,14
"""435""","""MS""","""F""",16,"""U""","""LE3""","""A""",2,2,"""at_home""","""other""","""reputation""","""mother""",2,4,0,"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""yes""",1,2,1,1,1,1,4,10,9
"""436""","""MS""","""F""",15,"""R""","""LE3""","""T""",1,1,"""at_home""","""services""","""reputation""","""father""",2,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,4,3,1,2,4,0,10,10
"""437""","""MS""","""F""",15,"""R""","""LE3""","""T""",1,1,"""other""","""services""","""course""","""mother""",2,1,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,4,3,1,2,2,4,6,7
"""438""","""MS""","""F""",16,"""R""","""GT3""","""T""",0,2,"""other""","""other""","""other""","""mother""",2,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""no""",3,2,3,1,2,2,0,12,11
"""439""","""MS""","""F""",17,"""R""","""GT3""","""T""",2,3,"""other""","""other""","""course""","""mother""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",5,5,5,1,3,3,2,10,11
"""440""","""MS""","""F""",15,"""R""","""GT3""","""T""",3,3,"""other""","""services""","""course""","""father""",2,1,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,1,3,1,1,4,0,14,16
"""441""","""MS""","""M""",16,"""U""","""GT3""","""T""",1,1,"""at_home""","""services""","""home""","""mother""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",5,4,5,4,5,3,0,7,0
"""442""","""MS""","""M""",17,"""U""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""mother""",1,2,0,"""no""","""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""",4,4,3,2,4,5,4,8,9
"""443""","""MS""","""M""",15,"""R""","""LE3""","""T""",4,1,"""health""","""services""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,2,2,0,12,13
"""444""","""MS""","""M""",15,"""R""","""LE3""","""T""",4,1,"""health""","""services""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,2,2,7,7,9
"""445""","""MS""","""M""",16,"""R""","""GT3""","""T""",3,4,"""other""","""health""","""other""","""mother""",3,2,0,"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",3,4,5,1,2,5,4,9,10
"""446""","""MS""","""M""",15,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""course""","""mother""",4,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",5,4,5,2,4,4,8,7,9
"""447""","""MS""","""M""",15,"""U""","""LE3""","""T""",3,3,"""at_home""","""at_home""","""reputation""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,3,1,1,5,0,11,11
"""448""","""MS""","""M""",17,"""R""","""GT3""","""T""",2,1,"""other""","""other""","""other""","""mother""",3,1,0,"""no""","""no""","""no""","""yes""","""yes""","""no""","""no""","""yes""",5,5,5,5,5,3,8,8,10
"""449""","""MS""","""F""",16,"""R""","""GT3""","""T""",4,4,"""teacher""","""teacher""","""course""","""mother""",2,3,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,2,2,1,1,4,6,16,16
"""450""","""MS""","""F""",15,"""R""","""GT3""","""T""",1,2,"""other""","""services""","""course""","""mother""",2,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",5,1,2,1,1,1,3,11,13
"""451""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,3,"""other""","""services""","""course""","""mother""",3,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,5,4,1,2,1,2,15,15
"""452""","""MS""","""M""",16,"""R""","""GT3""","""T""",1,2,"""other""","""other""","""course""","""father""",2,2,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,3,3,1,1,5,0,10,11
"""453""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,2,"""other""","""other""","""course""","""mother""",3,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""no""",4,4,5,1,1,4,4,9,10
"""454""","""MS""","""F""",16,"""U""","""GT3""","""T""",1,2,"""other""","""services""","""course""","""mother""",1,3,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",1,3,2,1,2,4,0,10,8
"""455""","""MS""","""F""",16,"""U""","""GT3""","""T""",1,2,"""other""","""services""","""course""","""mother""",1,3,1,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",1,3,2,1,2,4,3,9,8
"""456""","""MS""","""F""",15,"""U""","""GT3""","""T""",2,1,"""at_home""","""other""","""home""","""mother""",1,2,0,"""yes""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,4,2,3,3,2,0,9,10
"""457""","""MS""","""F""",16,"""U""","""GT3""","""T""",1,1,"""at_home""","""other""","""course""","""father""",1,2,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""yes""",5,4,3,2,1,2,0,13,14
"""458""","""MS""","""M""",17,"""R""","""LE3""","""T""",1,2,"""at_home""","""services""","""reputation""","""mother""",1,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,5,5,5,5,3,4,10,11
"""459""","""MS""","""F""",16,"""R""","""GT3""","""T""",1,1,"""other""","""other""","""home""","""father""",4,4,0,"""no""","""yes""","""no""","""no""","""no""","""yes""","""yes""","""no""",4,3,2,1,1,1,0,13,10
"""460""","""MS""","""F""",16,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""other""","""father""",4,3,0,"""yes""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,4,3,1,1,5,2,10,9
"""461""","""MS""","""F""",15,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""home""","""father""",2,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,3,3,1,1,2,1,11,10
"""462""","""MS""","""F""",16,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""other""","""mother""",2,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",4,2,2,4,3,2,0,13,12
"""463""","""MS""","""F""",15,"""R""","""GT3""","""T""",1,1,"""at_home""","""at_home""","""course""","""father""",3,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,2,1,1,2,2,0,13,14
"""464""","""MS""","""F""",15,"""R""","""LE3""","""T""",2,2,"""other""","""other""","""other""","""father""",1,3,0,"""yes""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,4,3,2,2,5,2,14,11
"""465""","""MS""","""M""",16,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""other""","""father""",2,1,0,"""no""","""no""","""no""","""yes""","""yes""","""yes""","""no""","""no""",3,4,4,3,4,5,6,11,11
"""466""","""MS""","""F""",18,"""U""","""GT3""","""T""",1,2,"""other""","""other""","""course""","""father""",1,2,1,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""yes""",3,4,4,2,3,5,9,9,8
"""467""","""MS""","""M""",15,"""U""","""GT3""","""T""",3,1,"""other""","""services""","""home""","""mother""",2,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",3,2,3,1,3,4,0,10,9
"""468""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,2,"""other""","""services""","""course""","""father""",3,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",5,3,4,1,1,2,1,14,13
"""469""","""MS""","""M""",15,"""U""","""GT3""","""T""",2,2,"""health""","""other""","""reputation""","""mother""",3,1,0,"""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",4,3,3,1,2,4,1,13,12
"""470""","""MS""","""M""",16,"""U""","""GT3""","""T""",4,4,"""other""","""teacher""","""course""","""father""",1,2,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",4,3,1,1,1,3,0,13,12
"""471""","""MS""","""F""",15,"""R""","""GT3""","""T""",3,3,"""services""","""other""","""reputation""","""mother""",1,2,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",4,5,4,1,1,1,4,13,12
"""472""","""MS""","""F""",16,"""R""","""GT3""","""T""",2,2,"""at_home""","""other""","""course""","""mother""",2,2,1,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""no""","""no""",4,4,4,2,3,5,2,12,11
"""473""","""MS""","""F""",16,"""R""","""LE3""","""T""",2,2,"""other""","""other""","""home""","""father""",3,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""yes""",4,3,2,1,1,4,0,14,14
"""474""","""MS""","""M""",16,"""U""","""LE3""","""T""",2,1,"""at_home""","""services""","""course""","""mother""",2,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",2,4,3,2,3,4,4,10,8
"""475""","""MS""","""M""",15,"""R""","""LE3""","""T""",1,3,"""at_home""","""other""","""reputation""","""father""",3,1,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""yes""","""no""",4,2,4,3,5,3,2,10,11
"""476""","""MS""","""F""",15,"""U""","""GT3""","""T""",2,2,"""other""","""services""","""course""","""mother""",2,3,0,"""no""","""yes""","""no""","""yes""","""yes""","""yes""","""no""","""no""",5,3,2,1,1,4,0,12,13
"""477""","""MS""","""F""",16,"""R""","""LE3""","""T""",2,1,"""other""","""other""","""home""","""mother""",1,1,0,"""no""","""yes""","""no""","""no""","""yes""","""yes""","""yes""","""yes""",5,4,3,1,1,5,2,10,8
"""478""","""MS""","""M""",15,"""U""","""GT3""","""T""",3,3,"""services""","""services""","""course""","""father""",2,1,0,"""no""","""yes""","""no""","""yes""","""no""","""yes""","""yes""","""no""",4,3,3,2,4,3,11,12,10
"""479""","""MS""","""F""",16,"""R""","""GT3""","""T""",1,1,"""at_home""","""other""","""course""","""father""",2,2,3,"""yes""","""yes""","""no""","""no""","""yes""","""yes""","""no""","""no""",3,4,3,1,1,1,0,7,7
